user_id,age,country
143134,27.0,usa
143253,27.0,usa
143939,36.0,usa
144062,16.0,usa
144255,31.0,germany
144478,39.0,usa
144531,37.0,usa
145619,36.0,usa
146113,55.0,usa
146279,42.0,usa
146816,28.0,usa
147965,24.0,usa
149120,62.0,usa
150400,34.0,usa
150896,30.0,canada
151004,41.0,usa
151063,70.0,usa
152354,29.0,usa
152696,16.0,usa
153513,31.0,usa
153718,27.0,usa
154730,42.0,usa
155495,26.0,usa
156300,49.0,usa
159440,27.0,france
159506,28.0,usa
160735,39.0,usa
160819,43.0,usa
161870,41.0,usa
163194,57.0,usa
163693,37.0,usa
164323,31.0,canada
165618,19.0,germany
165842,40.0,usa
165884,27.0,usa
166391,60.0,usa
167038,20.0,usa
167800,57.0,usa
168132,37.0,usa
169403,43.0,usa
170518,61.0,usa
170580,38.0,usa
171078,43.0,canada
172539,42.0,usa
172742,44.0,usa
173415,31.0,usa
173684,15.0,usa
174642,23.0,usa
175117,29.0,usa
176477,46.0,usa
176790,43.0,usa
176894,32.0,usa
178130,45.0,usa
179068,30.0,usa
181519,36.0,canada
182459,28.0,usa
182746,44.0,usa
185384,22.0,usa
185722,24.0,usa
186570,28.0,usa
187266,66.0,usa
187533,68.0,usa
187944,41.0,usa
189655,20.0,usa
190741,52.0,usa
192353,26.0,usa
192399,22.0,usa
193529,51.0,usa
193898,52.0,usa
195347,34.0,usa
195469,39.0,usa
195694,29.0,usa
197364,30.0,usa
198046,51.0,usa
198412,17.0,usa
198483,35.0,usa
198711,62.0,usa
199092,50.0,netherlands
199640,30.0,usa
200234,53.0,canada
200402,35.0,usa
201548,29.0,germany
202619,28.0,usa
203649,41.0,usa
204504,41.0,usa
205963,56.0,usa
206423,35.0,usa
207259,38.0,usa
207291,31.0,australia
207782,28.0,usa
207825,52.0,usa
208147,41.0,usa
208607,33.0,usa
210276,67.0,usa
210717,42.0,usa
210838,66.0,usa
211321,19.0,usa
213220,31.0,unitedkingdom
213760,32.0,usa
214786,14.0,usa
215256,34.0,usa
215949,54.0,usa
216670,36.0,usa
216683,25.0,usa
217375,35.0,usa
217516,56.0,usa
217986,35.0,usa
218121,60.0,unitedkingdom
221445,61.0,usa
222217,25.0,germany
223331,38.0,usa
224435,24.0,usa
224764,18.0,usa
225717,33.0,poland
225810,56.0,usa
225826,23.0,usa
225989,27.0,usa
226638,50.0,usa
227392,30.0,usa
229011,22.0,usa
231237,18.0,usa
232131,34.0,usa
232271,46.0,usa
232945,28.0,usa
233731,44.0,canada
234623,28.0,usa
235059,24.0,usa
235842,41.0,usa
235935,43.0,usa
236172,34.0,usa
240024,40.0,usa
240144,34.0,usa
240567,33.0,usa
240951,41.0,usa
241306,32.0,usa
241548,44.0,usa
241666,35.0,usa
241980,35.0,usa
242843,43.0,usa
242891,84.0,usa
243930,43.0,france
244349,40.0,usa
244627,32.0,usa
244761,22.0,usa
245616,28.0,usa
245963,39.0,usa
246333,31.0,usa
246655,42.0,usa
250101,61.0,usa
250184,56.0,usa
251122,62.0,usa
251377,40.0,usa
251613,34.0,usa
253106,45.0,unitedkingdom
254971,53.0,usa
255719,30.0,usa
256407,58.0,usa
256925,32.0,usa
258534,32.0,usa
258884,30.0,usa
259078,49.0,usa
259223,82.0,others
259543,59.0,usa
259778,16.0,usa
259846,16.0,usa
260897,25.0,usa
261378,54.0,usa
261829,32.0,usa
262846,31.0,usa
263163,26.0,usa
263644,39.0,usa
263877,44.0,canada
265115,33.0,usa
265276,39.0,usa
265313,33.0,usa
266268,40.0,usa
267549,34.0,usa
268330,23.0,usa
269566,9.0,usa
269614,46.0,usa
271284,50.0,usa
271558,35.0,usa
273190,71.0,usa
273979,20.0,usa
274167,52.0,canada
274308,33.0,usa
274823,37.0,usa
276641,25.0,portugal
277478,31.0,netherlands
3373,30.0,usa
4781,47.0,unitedkingdom
5555,18.0,france
6026,66.0,usa
6242,60.0,canada
7210,44.0,canada
8362,28.0,usa
8570,23.0,unitedkingdom
11104,31.0,usa
12863,29.0,unitedkingdom
14449,72.0,canada
16231,32.0,canada
17003,25.0,usa
20265,29.0,usa
21870,19.0,usa
22625,54.0,usa
27624,54.0,unitedkingdom
28056,36.0,usa
32793,22.0,canada
34588,31.0,usa
34864,39.0,france
36197,44.0,usa
36715,25.0,usa
36907,39.0,canada
40330,57.0,usa
40612,25.0,usa
43619,26.0,usa
49980,27.0,usa
52832,40.0,usa
57105,32.0,usa
58363,81.0,usa
61619,18.0,usa
63956,28.0,usa
64763,43.0,usa
68943,22.0,unitedkingdom
69378,46.0,usa
75723,34.0,usa
77181,33.0,usa
80683,27.0,unitedkingdom
80837,34.0,usa
82407,25.0,usa
85653,53.0,usa
85656,41.0,usa
86219,26.0,germany
86243,22.0,newzealand
86835,43.0,usa
87746,52.0,usa
89856,31.0,usa
91931,40.0,canada
92810,60.0,usa
93698,70.0,canada
95392,25.0,canada
95932,36.0,unitedkingdom
99946,19.0,usa
100459,38.0,usa
101043,64.0,usa
101559,50.0,unitedkingdom
101851,29.0,usa
102327,41.0,usa
102359,68.0,usa
102430,37.0,usa
104796,38.0,usa
105214,34.0,usa
105517,28.0,canada
107258,15.0,usa
108005,29.0,usa
112026,17.0,usa
114698,81.0,usa
116210,46.0,netherlands
117041,31.0,usa
118135,29.0,portugal
119858,53.0,usa
120807,43.0,usa
124298,25.0,usa
124874,32.0,usa
125774,36.0,iran
127429,23.0,usa
129373,54.0,usa
129716,30.0,usa
132230,58.0,usa
132930,29.0,unitedkingdom
134869,36.0,usa
136205,39.0,usa
143968,39.0,usa
144803,23.0,usa
146932,30.0,usa
148744,67.0,usa
150968,47.0,unitedkingdom
153042,35.0,usa
153577,37.0,usa
153662,44.0,usa
156150,36.0,usa
157273,37.0,usa
157799,42.0,netherlands
159732,47.0,usa
160032,24.0,germany
165319,28.0,usa
167812,38.0,canada
171295,27.0,usa
173018,41.0,newzealand
174326,38.0,canada
174633,31.0,usa
175003,33.0,usa
176838,27.0,finland
178667,34.0,usa
184299,31.0,usa
187145,65.0,usa
196457,52.0,usa
202182,24.0,usa
202547,21.0,usa
204864,47.0,usa
204909,34.0,usa
207965,46.0,usa
212847,61.0,usa
212849,59.0,usa
215388,57.0,usa
218421,32.0,canada
221232,21.0,usa
223402,36.0,usa
224138,28.0,usa
224236,31.0,usa
227025,33.0,canada
227275,47.0,canada
227884,25.0,usa
230249,23.0,usa
231210,44.0,usa
232103,30.0,usa
234205,15.0,usa
235011,26.0,usa
237436,57.0,usa
238120,25.0,usa
240353,45.0,usa
240401,64.0,usa
241214,20.0,usa
243879,32.0,usa
244171,51.0,usa
244643,67.0,usa
250764,66.0,usa
250892,21.0,usa
251150,32.0,usa
252627,36.0,usa
253855,29.0,canada
254160,33.0,usa
258109,37.0,germany
258747,45.0,usa
264543,43.0,usa
264657,23.0,usa
266283,62.0,usa
267293,31.0,usa
269688,41.0,usa
269799,29.0,usa
271135,27.0,usa
271144,25.0,usa
274056,24.0,usa
277711,34.0,germany
278418,46.0,usa
6910,39.0,usa
7913,43.0,usa
58516,30.0,usa
59971,27.0,usa
60244,47.0,usa
79089,29.0,usa
98758,25.0,canada
113817,25.0,australia
126604,27.0,usa
146348,15.0,usa
172760,29.0,usa
187763,33.0,usa
196108,34.0,usa
206202,16.0,usa
271622,33.0,usa
3675,24.0,spain
6366,20.0,spain
13872,17.0,spain
16654,35.0,spain
16673,30.0,spain
17183,23.0,spain
18384,37.0,spain
55217,26.0,spain
80908,30.0,spain
94985,39.0,spain
105476,22.0,spain
124888,25.0,spain
126644,30.0,spain
131126,31.0,spain
134556,28.0,spain
136633,32.0,spain
137437,26.0,spain
141518,27.0,spain
152107,42.0,spain
156502,33.0,spain
157118,46.0,spain
158627,32.0,spain
164533,46.0,spain
182987,35.0,spain
187810,45.0,spain
189750,29.0,spain
214920,35.0,spain
217740,37.0,spain
229501,20.0,spain
240440,30.0,spain
241268,34.0,spain
248325,33.0,spain
254982,28.0,spain
267172,27.0,spain
12,58.0,usa
67997,53.0,usa
14,17.0,usa
164027,47.0,usa
174791,38.0,usa
259901,45.0,canada
242,37.0,germany
487,20.0,usa
626,41.0,austria
899,23.0,germany
901,21.0,usa
1025,33.0,unitedkingdom
1140,19.0,usa
1343,33.0,unitedkingdom
1435,36.0,usa
1486,75.0,australia
1733,30.0,usa
1863,43.0,germany
1903,36.0,others
2411,37.0,usa
2766,42.0,usa
3032,40.0,australia
3556,68.0,usa
4092,27.0,usa
4131,51.0,unitedkingdom
4285,50.0,usa
4514,23.0,portugal
4571,23.0,australia
4784,21.0,usa
5126,53.0,usa
5471,60.0,spain
5506,19.0,usa
5543,29.0,usa
5581,22.0,usa
5604,48.0,germany
5815,15.0,usa
5916,31.0,australia
6120,36.0,usa
6251,32.0,usa
6431,30.0,usa
6507,26.0,spain
6543,34.0,usa
7105,30.0,unitedkingdom
7125,28.0,usa
7158,30.0,usa
7286,28.0,usa
7426,35.0,usa
7864,17.0,malaysia
8361,23.0,australia
8453,47.0,usa
8529,15.0,spain
8660,25.0,austria
8674,29.0,singapore
8681,34.0,usa
8685,32.0,usa
9080,20.0,brazil
9224,48.0,usa
9381,35.0,unitedkingdom
9414,37.0,unitedkingdom
9571,27.0,germany
9908,36.0,usa
10118,44.0,usa
10494,25.0,usa
10532,29.0,unitedkingdom
10570,53.0,singapore
10590,22.0,malaysia
10649,27.0,argentina
10819,27.0,usa
11120,58.0,finland
11245,44.0,canada
11554,35.0,usa
11690,30.0,germany
11724,42.0,usa
11768,14.0,india
11832,83.0,usa
11944,21.0,portugal
11993,37.0,usa
12189,24.0,spain
12264,39.0,usa
12272,18.0,romania
12331,31.0,usa
12512,34.0,netherlands
12835,38.0,germany
13088,14.0,italy
13093,29.0,spain
13221,45.0,canada
13479,31.0,netherlands
13600,50.0,usa
13664,20.0,usa
13722,41.0,usa
14049,22.0,canada
14079,41.0,spain
14212,46.0,usa
14336,28.0,unitedkingdom
14387,35.0,england
14461,31.0,germany
15049,28.0,usa
15418,23.0,spain
15459,42.0,usa
15523,22.0,malaysia
15957,27.0,australia
16086,39.0,unitedkingdom
16130,34.0,usa
16151,39.0,australia
16155,47.0,malaysia
16263,42.0,usa
16319,43.0,australia
16504,28.0,malaysia
16634,42.0,usa
16943,22.0,australia
16999,48.0,usa
17282,38.0,usa
17507,37.0,usa
17842,21.0,usa
17890,17.0,usa
17950,32.0,malaysia
18097,27.0,germany
18199,56.0,usa
18323,41.0,usa
18527,45.0,iran
19085,60.0,usa
19974,30.0,unitedkingdom
20060,48.0,usa
20147,18.0,usa
20201,31.0,usa
20401,25.0,austria
20911,50.0,usa
20983,45.0,usa
21031,36.0,usa
21252,28.0,usa
21268,56.0,usa
21364,32.0,usa
21368,30.0,unitedkingdom
21404,54.0,canada
21484,21.0,usa
21576,31.0,usa
21659,31.0,usa
21660,52.0,usa
21860,43.0,usa
22012,36.0,australia
22082,26.0,brazil
22121,33.0,unitedkingdom
22338,33.0,usa
22343,21.0,portugal
22362,31.0,usa
22648,35.0,france
22710,33.0,germany
22981,23.0,france
23021,17.0,usa
23296,71.0,australia
23366,54.0,canada
23571,41.0,usa
23680,54.0,usa
23902,56.0,unitedkingdom
24188,35.0,usa
24194,20.0,usa
24261,55.0,unitedkingdom
24664,25.0,portugal
24921,29.0,usa
25395,65.0,usa
25419,16.0,australia
25533,38.0,unitedkingdom
25583,24.0,usa
25636,48.0,unitedkingdom
25695,32.0,usa
25768,34.0,australia
25890,53.0,usa
25893,23.0,germany
25895,39.0,usa
26371,65.0,canada
26443,27.0,france
26509,19.0,usa
26525,56.0,usa
26583,30.0,canada
26706,28.0,usa
26806,15.0,australia
26813,28.0,italy
26979,37.0,canada
27140,49.0,usa
27462,47.0,usa
27568,60.0,unitedkingdom
27650,27.0,australia
27740,57.0,usa
27812,33.0,usa
27813,34.0,usa
28091,22.0,usa
28204,61.0,canada
28262,39.0,usa
28360,15.0,usa
28492,31.0,unitedkingdom
28591,33.0,usa
28632,37.0,canada
28648,17.0,usa
28663,33.0,spain
28735,58.0,germany
28764,22.0,newzealand
28800,69.0,spain
28804,50.0,canada
28938,38.0,usa
29259,39.0,usa
29694,40.0,australia
29702,52.0,usa
29855,53.0,usa
30144,25.0,usa
30261,27.0,unitedkingdom
30273,25.0,usa
30341,59.0,usa
30445,23.0,malaysia
30509,51.0,unitedkingdom
30527,41.0,usa
30712,54.0,unitedkingdom
30727,26.0,germany
30806,24.0,canada
30898,43.0,usa
30972,47.0,usa
31466,26.0,canada
31619,28.0,canada
31652,14.0,usa
31826,54.0,usa
32329,30.0,usa
32440,59.0,newzealand
32467,17.0,usa
32483,18.0,spain
32627,49.0,usa
32721,36.0,france
32773,28.0,usa
32817,35.0,australia
32963,56.0,usa
33336,18.0,netherlands
33487,26.0,australia
33535,36.0,australia
33580,27.0,usa
33816,33.0,canada
33875,28.0,canada
33888,48.0,unitedkingdom
33890,18.0,usa
33943,25.0,france
34148,41.0,australia
34215,28.0,australia
34244,47.0,unitedkingdom
34300,35.0,usa
34823,21.0,germany
34936,36.0,usa
34994,54.0,usa
35055,23.0,canada
35321,34.0,usa
35513,42.0,austria
35910,16.0,usa
36003,26.0,malaysia
36041,46.0,usa
36417,53.0,canada
36656,28.0,usa
36701,65.0,usa
36811,51.0,usa
37074,53.0,usa
37293,41.0,canada
37310,33.0,usa
37538,24.0,malaysia
37546,24.0,spain
37550,19.0,usa
37567,36.0,unitedkingdom
37615,24.0,usa
37691,26.0,finland
37712,23.0,usa
37950,26.0,canada
37974,24.0,unitedkingdom
37989,57.0,usa
38023,30.0,usa
38219,49.0,spain
38229,23.0,usa
38281,33.0,spain
38418,25.0,usa
38464,33.0,england
38556,27.0,canada
38762,29.0,usa
38802,23.0,finland
39281,45.0,usa
39396,20.0,germany
39602,50.0,australia
39773,49.0,usa
40012,44.0,newzealand
40110,40.0,usa
40299,19.0,usa
40559,58.0,usa
40841,38.0,usa
40919,60.0,usa
40943,40.0,usa
40958,26.0,canada
41057,51.0,canada
41135,37.0,germany
41183,31.0,unitedkingdom
41278,52.0,usa
41425,31.0,newzealand
41586,73.0,usa
41596,40.0,mexico
41667,40.0,usa
41701,25.0,france
41757,58.0,canada
41841,20.0,canada
42032,43.0,australia
42123,35.0,usa
42128,41.0,unitedkingdom
42419,33.0,usa
42434,48.0,usa
42651,33.0,usa
42679,50.0,australia
42724,37.0,usa
42914,26.0,usa
42962,23.0,canada
43246,36.0,canada
43418,26.0,canada
43687,27.0,usa
43806,31.0,usa
43842,15.0,usa
43909,27.0,singapore
43962,23.0,australia
44296,26.0,australia
44297,22.0,newzealand
44634,37.0,unitedkingdom
44728,31.0,usa
44768,33.0,usa
44845,29.0,usa
44925,33.0,unitedkingdom
45002,20.0,finland
45666,31.0,canada
46006,51.0,australia
46050,39.0,canada
46184,56.0,usa
46269,26.0,brazil
47037,36.0,germany
47128,33.0,usa
47448,26.0,spain
47613,18.0,usa
47635,38.0,malaysia
48025,43.0,usa
48046,27.0,usa
48445,35.0,usa
48494,51.0,usa
48539,23.0,usa
48595,23.0,usa
48630,34.0,usa
49109,38.0,usa
49204,14.0,usa
49335,23.0,usa
49460,37.0,usa
49582,29.0,france
49634,53.0,southafrica
49954,32.0,usa
50092,48.0,usa
50165,41.0,usa
50201,33.0,unitedkingdom
50409,21.0,australia
50521,42.0,usa
50605,67.0,usa
50628,30.0,portugal
50858,19.0,usa
51375,63.0,usa
51803,34.0,canada
51856,59.0,usa
51944,51.0,usa
52002,34.0,usa
52060,38.0,canada
52425,60.0,usa
52531,35.0,unitedkingdom
52635,23.0,usa
52807,38.0,canada
52847,34.0,usa
52917,42.0,usa
53042,59.0,usa
53140,46.0,usa
53174,29.0,usa
53189,26.0,usa
53281,32.0,canada
53418,28.0,usa
53614,30.0,portugal
53628,22.0,france
53688,28.0,france
54118,47.0,canada
54148,75.0,australia
54206,24.0,usa
54453,34.0,usa
54564,34.0,usa
54648,22.0,usa
54850,44.0,australia
54911,17.0,usa
55178,25.0,usa
55187,48.0,usa
55734,37.0,canada
55892,45.0,usa
55894,20.0,unitedkingdom
55927,17.0,usa
56103,13.0,australia
56271,22.0,unitedkingdom
56272,19.0,canada
56276,19.0,spain
56360,35.0,austria
56391,40.0,usa
56399,63.0,usa
56856,23.0,usa
56959,52.0,usa
57006,30.0,usa
57039,56.0,switzerland
57148,24.0,unitedkingdom
57412,25.0,portugal
57449,29.0,germany
57515,44.0,portugal
57868,26.0,germany
57954,38.0,usa
58077,19.0,usa
58255,14.0,usa
58297,13.0,newzealand
58456,33.0,unitedkingdom
58756,47.0,usa
58855,38.0,usa
59150,37.0,canada
59269,22.0,usa
59559,25.0,unitedkingdom
59616,13.0,australia
59756,25.0,usa
59912,27.0,usa
59994,21.0,canada
60050,40.0,usa
60067,44.0,usa
60277,43.0,usa
60319,40.0,usa
60633,45.0,usa
60797,24.0,unitedkingdom
60809,33.0,france
61028,50.0,usa
61668,41.0,usa
61750,45.0,usa
61798,54.0,usa
61982,20.0,singapore
62410,27.0,usa
62464,26.0,usa
62670,26.0,portugal
62862,47.0,usa
62891,27.0,usa
62954,17.0,usa
63074,44.0,usa
63293,37.0,usa
63506,41.0,canada
63665,24.0,switzerland
63714,29.0,unitedkingdom
63765,46.0,unitedkingdom
63812,23.0,usa
63953,26.0,australia
63970,22.0,usa
64373,21.0,france
64436,36.0,usa
64448,23.0,netherlands
64629,57.0,usa
64775,45.0,usa
64819,49.0,usa
64946,34.0,usa
65145,54.0,usa
65258,42.0,usa
65323,31.0,unitedkingdom
65370,35.0,usa
65467,45.0,usa
65996,39.0,germany
66088,46.0,usa
66096,53.0,usa
66428,16.0,phillipines
66443,29.0,canada
66485,38.0,germany
67089,63.0,usa
67193,17.0,usa
67244,19.0,usa
67371,56.0,newzealand
67415,29.0,usa
67515,45.0,usa
67598,22.0,germany
67628,23.0,portugal
67636,75.0,usa
67704,44.0,malaysia
67840,50.0,usa
67994,57.0,usa
68014,18.0,unitedkingdom
68081,33.0,usa
68426,25.0,canada
68555,37.0,usa
69042,55.0,usa
69089,28.0,australia
69102,22.0,usa
69405,36.0,netherlands
69493,42.0,japan
69499,31.0,australia
69721,32.0,usa
69971,43.0,usa
70052,30.0,canada
70153,34.0,canada
70222,56.0,canada
70238,26.0,germany
70314,23.0,canada
70415,57.0,usa
70450,25.0,canada
70550,37.0,australia
70571,56.0,usa
70649,31.0,usa
70731,38.0,australia
71162,40.0,canada
71234,30.0,usa
71464,23.0,usa
71470,62.0,canada
71662,22.0,usa
71711,22.0,usa
71853,23.0,usa
71974,30.0,spain
72030,38.0,usa
72112,36.0,canada
72124,22.0,usa
72214,40.0,canada
72282,50.0,canada
72347,32.0,switzerland
72424,58.0,australia
72687,70.0,australia
72992,44.0,france
73196,35.0,usa
73224,42.0,usa
73260,32.0,usa
73394,33.0,usa
73490,51.0,usa
73681,27.0,portugal
73691,20.0,usa
73782,32.0,usa
73923,29.0,usa
73940,56.0,usa
74121,42.0,unitedkingdom
74189,21.0,usa
74903,25.0,usa
74910,22.0,canada
75081,29.0,usa
75286,30.0,canada
75339,15.0,germany
75405,49.0,usa
75436,39.0,usa
75491,26.0,usa
75599,25.0,germany
75842,42.0,usa
76151,49.0,usa
76168,29.0,usa
76223,25.0,portugal
76301,19.0,usa
76350,20.0,unitedkingdom
76413,29.0,usa
76901,16.0,canada
76968,21.0,germany
77332,58.0,usa
77480,51.0,usa
77809,29.0,usa
78553,40.0,usa
78637,16.0,usa
78755,53.0,germany
78777,22.0,usa
78797,53.0,newzealand
78844,68.0,usa
78941,39.0,austria
79366,18.0,usa
79738,52.0,usa
79821,39.0,unitedkingdom
79942,26.0,australia
80075,17.0,germany
80266,42.0,germany
80555,20.0,unitedkingdom
80820,59.0,usa
80945,46.0,germany
81045,15.0,usa
81064,44.0,usa
81138,36.0,canada
81153,27.0,unitedkingdom
81227,20.0,unitedkingdom
81368,28.0,usa
81399,24.0,usa
81492,28.0,usa
81609,57.0,usa
81639,32.0,usa
81759,29.0,usa
81771,37.0,usa
81848,35.0,usa
81854,22.0,usa
81855,42.0,unitedkingdom
81862,29.0,unitedkingdom
81950,23.0,austria
82192,23.0,australia
82317,29.0,brazil
82398,69.0,usa
82426,28.0,portugal
82511,57.0,italy
82831,21.0,usa
82877,27.0,usa
83156,59.0,usa
83407,15.0,usa
83469,28.0,usa
83561,41.0,usa
83579,48.0,australia
83880,39.0,germany
84476,16.0,usa
84682,43.0,usa
84880,21.0,usa
85043,30.0,usa
85419,57.0,usa
85433,33.0,germany
85667,25.0,australia
85701,37.0,usa
85769,23.0,portugal
85944,23.0,newzealand
85993,40.0,usa
86033,26.0,australia
86123,31.0,canada
86462,29.0,canada
86548,24.0,romania
86809,26.0,phillipines
87002,38.0,usa
87051,31.0,usa
87143,53.0,usa
87555,31.0,usa
87595,42.0,spain
87649,57.0,australia
87707,23.0,france
87712,19.0,canada
87729,24.0,portugal
87794,33.0,usa
88142,19.0,usa
88203,23.0,newzealand
88229,44.0,usa
88283,24.0,germany
88412,36.0,canada
88693,30.0,china
88729,31.0,usa
88733,31.0,usa
89207,26.0,unitedkingdom
89361,25.0,germany
89507,30.0,usa
89558,28.0,spain
89867,28.0,canada
90137,40.0,usa
90286,26.0,australia
90609,20.0,usa
90694,36.0,germany
91026,40.0,ireland
91049,21.0,usa
91074,34.0,australia
91254,30.0,usa
91342,29.0,others
91424,51.0,usa
91449,34.0,unitedkingdom
91553,34.0,usa
91634,25.0,usa
91692,53.0,usa
92405,26.0,germany
92652,32.0,canada
92693,18.0,usa
92722,57.0,usa
92727,33.0,usa
92853,36.0,usa
93047,52.0,usa
93085,34.0,usa
93257,25.0,usa
93274,17.0,belgium
93562,60.0,usa
93578,61.0,canada
93732,56.0,usa
93795,68.0,usa
94023,56.0,unitedkingdom
94099,22.0,usa
94101,21.0,usa
94209,25.0,canada
94494,24.0,usa
94782,26.0,germany
94853,27.0,newzealand
94865,21.0,germany
94883,50.0,usa
94923,40.0,usa
95025,21.0,usa
95250,25.0,usa
95261,40.0,australia
95301,19.0,australia
95359,33.0,usa
95786,32.0,unitedkingdom
95903,27.0,usa
95923,17.0,usa
96440,29.0,unitedkingdom
96493,16.0,newzealand
96521,23.0,canada
96659,37.0,australia
96679,27.0,australia
